ED_num,reported,candidate,party,votes,AD_num
ED   35,99.00%,NO,&nbsp,40,AD 56
ED   36,99.00%,YES,&nbsp,604,AD 56
ED   36,99.00%,NO,&nbsp,46,AD 56
ED   37,99.00%,YES,&nbsp,779,AD 56
ED   37,99.00%,NO,&nbsp,33,AD 56
ED   38,99.00%,YES,&nbsp,682,AD 56
ED   38,99.00%,NO,&nbsp,38,AD 56
ED   39,99.00%,YES,&nbsp,522,AD 56
ED   39,99.00%,NO,&nbsp,27,AD 56
ED   40,99.00%,YES,&nbsp,586,AD 56
ED   40,99.00%,NO,&nbsp,26,AD 56
ED   41,85.71%,YES,&nbsp,532,AD 56
ED   41,85.71%,NO,&nbsp,29,AD 56
ED   42,99.00%,YES,&nbsp,556,AD 56
ED   42,99.00%,NO,&nbsp,38,AD 56
ED   43,99.00%,YES,&nbsp,592,AD 56
ED   43,99.00%,NO,&nbsp,41,AD 56
ED   44,99.00%,YES,&nbsp,646,AD 56
ED   44,99.00%,NO,&nbsp,37,AD 56
ED   45,99.00%,YES,&nbsp,604,AD 56
ED   45,99.00%,NO,&nbsp,22,AD 56
ED   46,99.00%,YES,&nbsp,621,AD 56
ED   46,99.00%,NO,&nbsp,39,AD 56
ED   47,99.00%,YES,&nbsp,692,AD 56
ED   47,99.00%,NO,&nbsp,45,AD 56
ED   48,99.00%,YES,&nbsp,727,AD 56
ED   48,99.00%,NO,&nbsp,48,AD 56
ED   49,85.71%,YES,&nbsp,633,AD 56
ED   49,85.71%,NO,&nbsp,26,AD 56
ED   50,85.71%,YES,&nbsp,681,AD 56
ED   50,85.71%,NO,&nbsp,30,AD 56
ED   51,88.89%,YES,&nbsp,255,AD 56
ED   51,88.89%,NO,&nbsp,29,AD 56
ED   52,88.89%,YES,&nbsp,304,AD 56
ED   52,88.89%,NO,&nbsp,33,AD 56
ED   53,99.00%,YES,&nbsp,652,AD 56
ED   53,99.00%,NO,&nbsp,29,AD 56
ED   54,99.00%,YES,&nbsp,332,AD 56
ED   54,99.00%,NO,&nbsp,28,AD 56
ED   55,99.00%,YES,&nbsp,447,AD 56
ED   55,99.00%,NO,&nbsp,34,AD 56
ED   56,85.71%,YES,&nbsp,735,AD 56
ED   56,85.71%,NO,&nbsp,39,AD 56
ED   57,99.00%,YES,&nbsp,148,AD 56
ED   57,99.00%,NO,&nbsp,17,AD 56
ED   58,99.00%,YES,&nbsp,915,AD 56
ED   58,99.00%,NO,&nbsp,39,AD 56
ED   59,99.00%,YES,&nbsp,369,AD 56
ED   59,99.00%,NO,&nbsp,15,AD 56
ED   60,99.00%,YES,&nbsp,345,AD 56
ED   60,99.00%,NO,&nbsp,24,AD 56
ED   61,99.00%,YES,&nbsp,323,AD 56
ED   61,99.00%,NO,&nbsp,26,AD 56
ED   62,83.33%,YES,&nbsp,500,AD 56
ED   62,83.33%,NO,&nbsp,29,AD 56
ED   63,99.00%,YES,&nbsp,688,AD 56
ED   63,99.00%,NO,&nbsp,32,AD 56
ED   64,99.00%,YES,&nbsp,533,AD 56
ED   64,99.00%,NO,&nbsp,32,AD 56
ED   65,99.00%,YES,&nbsp,241,AD 56
ED   65,99.00%,NO,&nbsp,10,AD 56
ED   66,99.00%,YES,&nbsp,230,AD 56
ED   66,99.00%,NO,&nbsp,23,AD 56
ED   67,99.00%,YES,&nbsp,270,AD 56
ED   67,99.00%,NO,&nbsp,23,AD 56
ED   68,99.00%,YES,&nbsp,237,AD 56
ED   68,99.00%,NO,&nbsp,14,AD 56
ED   69,99.00%,YES,&nbsp,661,AD 56
ED   69,99.00%,NO,&nbsp,19,AD 56
ED   70,99.00%,YES,&nbsp,66,AD 56
ED   70,99.00%,NO,&nbsp,2,AD 56
Total,,YES,&nbsp,34581,AD 56
Total,,NO,&nbsp,2573,AD 56
ED    1,99.00%,YES,&nbsp,353,AD 57
ED    1,99.00%,NO,&nbsp,39,AD 57
ED    2,99.00%,YES,&nbsp,360,AD 57
ED    2,99.00%,NO,&nbsp,28,AD 57
ED    3,99.00%,YES,&nbsp,377,AD 57
ED    3,99.00%,NO,&nbsp,45,AD 57
ED    4,99.00%,YES,&nbsp,377,AD 57
ED    4,99.00%,NO,&nbsp,59,AD 57
ED    5,99.00%,YES,&nbsp,175,AD 57
ED    5,99.00%,NO,&nbsp,29,AD 57
ED    6,99.00%,YES,&nbsp,246,AD 57
ED    6,99.00%,NO,&nbsp,34,AD 57
ED    7,99.00%,YES,&nbsp,219,AD 57
ED    7,99.00%,NO,&nbsp,40,AD 57
ED    8,99.00%,YES,&nbsp,725,AD 57
ED    8,99.00%,NO,&nbsp,45,AD 57
ED    9,99.00%,YES,&nbsp,590,AD 57
ED    9,99.00%,NO,&nbsp,29,AD 57
ED   10,99.00%,YES,&nbsp,907,AD 57
ED   10,99.00%,NO,&nbsp,49,AD 57
ED   11,99.00%,YES,&nbsp,848,AD 57
ED   11,99.00%,NO,&nbsp,44,AD 57
ED   12,99.00%,YES,&nbsp,146,AD 57
ED   12,99.00%,NO,&nbsp,45,AD 57
ED   13,99.00%,YES,&nbsp,103,AD 57
ED   13,99.00%,NO,&nbsp,410,AD 57
ED   14,99.00%,YES,&nbsp,207,AD 57
ED   14,99.00%,NO,&nbsp,170,AD 57
ED   15,99.00%,YES,&nbsp,652,AD 57
ED   15,99.00%,NO,&nbsp,53,AD 57
ED   16,99.00%,YES,&nbsp,646,AD 57
ED   16,99.00%,NO,&nbsp,39,AD 57
ED   17,99.00%,YES,&nbsp,1256,AD 57
ED   17,99.00%,NO,&nbsp,61,AD 57
ED   18,99.00%,YES,&nbsp,385,AD 57
ED   18,99.00%,NO,&nbsp,22,AD 57
ED   19,99.00%,YES,&nbsp,823,AD 57
ED   19,99.00%,NO,&nbsp,40,AD 57
ED   20,99.00%,YES,&nbsp,728,AD 57
ED   20,99.00%,NO,&nbsp,36,AD 57
ED   21,99.00%,YES,&nbsp,659,AD 57
ED   21,99.00%,NO,&nbsp,32,AD 57
ED   22,99.00%,YES,&nbsp,787,AD 57
ED   22,99.00%,NO,&nbsp,34,AD 57
ED   23,99.00%,YES,&nbsp,737,AD 57
ED   23,99.00%,NO,&nbsp,28,AD 57
ED   24,99.00%,YES,&nbsp,413,AD 57
ED   24,99.00%,NO,&nbsp,19,AD 57
ED   25,99.00%,YES,&nbsp,350,AD 57
ED   25,99.00%,NO,&nbsp,161,AD 57
ED   26,99.00%,YES,&nbsp,503,AD 57
ED   26,99.00%,NO,&nbsp,59,AD 57
ED   27,99.00%,YES,&nbsp,813,AD 57
ED   27,99.00%,NO,&nbsp,40,AD 57
ED   28,99.00%,YES,&nbsp,852,AD 57
ED   28,99.00%,NO,&nbsp,58,AD 57
ED   29,99.00%,YES,&nbsp,692,AD 57
ED   29,99.00%,NO,&nbsp,40,AD 57
ED   30,99.00%,YES,&nbsp,877,AD 57
ED   30,99.00%,NO,&nbsp,77,AD 57
ED   31,99.00%,YES,&nbsp,497,AD 57
ED   31,99.00%,NO,&nbsp,66,AD 57
ED   32,99.00%,YES,&nbsp,565,AD 57
ED   32,99.00%,NO,&nbsp,74,AD 57
ED   33,99.00%,YES,&nbsp,795,AD 57
ED   33,99.00%,NO,&nbsp,24,AD 57
ED   34,99.00%,YES,&nbsp,877,AD 57
ED   34,99.00%,NO,&nbsp,32,AD 57
ED   35,99.00%,YES,&nbsp,738,AD 57
ED   35,99.00%,NO,&nbsp,37,AD 57
ED   36,99.00%,YES,&nbsp,716,AD 57
ED   36,99.00%,NO,&nbsp,40,AD 57
ED   37,99.00%,YES,&nbsp,849,AD 57
ED   37,99.00%,NO,&nbsp,37,AD 57
ED   38,99.00%,YES,&nbsp,574,AD 57
ED   38,99.00%,NO,&nbsp,19,AD 57
ED   39,99.00%,YES,&nbsp,467,AD 57
ED   39,99.00%,NO,&nbsp,23,AD 57
ED   40,99.00%,YES,&nbsp,466,AD 57
ED   40,99.00%,NO,&nbsp,20,AD 57
ED   41,99.00%,YES,&nbsp,450,AD 57
ED   41,99.00%,NO,&nbsp,16,AD 57
ED   42,99.00%,YES,&nbsp,453,AD 57
ED   42,99.00%,NO,&nbsp,21,AD 57
ED   43,99.00%,YES,&nbsp,943,AD 57
ED   43,99.00%,NO,&nbsp,50,AD 57
ED   44,99.00%,YES,&nbsp,734,AD 57
ED   44,99.00%,NO,&nbsp,37,AD 57
ED   45,99.00%,YES,&nbsp,594,AD 57
ED   45,99.00%,NO,&nbsp,27,AD 57
ED   46,88.89%,YES,&nbsp,794,AD 57
ED   46,88.89%,NO,&nbsp,32,AD 57
ED   47,88.89%,YES,&nbsp,867,AD 57
ED   47,88.89%,NO,&nbsp,24,AD 57
ED   48,99.00%,YES,&nbsp,946,AD 57
ED   48,99.00%,NO,&nbsp,42,AD 57
ED   49,88.89%,YES,&nbsp,960,AD 57
ED   49,88.89%,NO,&nbsp,37,AD 57
ED   50,88.89%,YES,&nbsp,788,AD 57
ED   50,88.89%,NO,&nbsp,36,AD 57
ED   51,99.00%,YES,&nbsp,1081,AD 57
ED   51,99.00%,NO,&nbsp,44,AD 57
ED   52,99.00%,YES,&nbsp,630,AD 57
ED   52,99.00%,NO,&nbsp,19,AD 57
ED   53,99.00%,YES,&nbsp,532,AD 57
ED   53,99.00%,NO,&nbsp,19,AD 57
ED   54,99.00%,YES,&nbsp,623,AD 57
ED   54,99.00%,NO,&nbsp,32,AD 57
ED   55,99.00%,YES,&nbsp,713,AD 57
ED   55,99.00%,NO,&nbsp,36,AD 57
ED   56,99.00%,YES,&nbsp,721,AD 57
ED   56,99.00%,NO,&nbsp,34,AD 57
ED   57,92.31%,YES,&nbsp,801,AD 57
ED   57,92.31%,NO,&nbsp,28,AD 57
ED   58,99.00%,YES,&nbsp,616,AD 57
ED   58,99.00%,NO,&nbsp,25,AD 57
ED   59,92.31%,YES,&nbsp,590,AD 57
ED   59,92.31%,NO,&nbsp,16,AD 57
ED   60,99.00%,YES,&nbsp,913,AD 57
ED   60,99.00%,NO,&nbsp,38,AD 57
ED   61,99.00%,YES,&nbsp,835,AD 57
ED   61,99.00%,NO,&nbsp,40,AD 57
ED   62,99.00%,YES,&nbsp,581,AD 57
ED   62,99.00%,NO,&nbsp,28,AD 57
ED   63,99.00%,YES,&nbsp,775,AD 57
ED   63,99.00%,NO,&nbsp,42,AD 57
ED   64,99.00%,YES,&nbsp,503,AD 57
ED   64,99.00%,NO,&nbsp,37,AD 57
ED   65,99.00%,YES,&nbsp,559,AD 57
ED   65,99.00%,NO,&nbsp,62,AD 57
ED   66,99.00%,YES,&nbsp,411,AD 57
ED   66,99.00%,NO,&nbsp,28,AD 57
ED   67,99.00%,YES,&nbsp,59,AD 57
ED   67,99.00%,NO,&nbsp,11,AD 57
ED   68,99.00%,YES,&nbsp,66,AD 57
ED   68,99.00%,NO,&nbsp,0,AD 57
ED   69,99.00%,YES,&nbsp,110,AD 57
ED   69,99.00%,NO,&nbsp,8,AD 57
ED   70,99.00%,YES,&nbsp,384,AD 57
ED   70,99.00%,NO,&nbsp,23,AD 57
ED   71,99.00%,YES,&nbsp,168,AD 57
ED   71,99.00%,NO,&nbsp,263,AD 57
ED   72,99.00%,YES,&nbsp,218,AD 57
ED   72,99.00%,NO,&nbsp,40,AD 57
ED   73,99.00%,YES,&nbsp,0,AD 57
ED   73,99.00%,NO,&nbsp,0,AD 57
ED   74,99.00%,YES,&nbsp,0,AD 57
ED   74,99.00%,NO,&nbsp,0,AD 57
ED   75,99.00%,YES,&nbsp,0,AD 57
ED   75,99.00%,NO,&nbsp,0,AD 57
ED   76,99.00%,YES,&nbsp,0,AD 57
ED   76,99.00%,NO,&nbsp,0,AD 57
ED   77,99.00%,YES,&nbsp,0,AD 57
ED   77,99.00%,NO,&nbsp,0,AD 57
ED   78,99.00%,YES,&nbsp,15,AD 57
ED   78,99.00%,NO,&nbsp,3,AD 57
ED   79,99.00%,YES,&nbsp,0,AD 57
ED   79,99.00%,NO,&nbsp,0,AD 57
ED   80,99.00%,YES,&nbsp,164,AD 57
ED   80,99.00%,NO,&nbsp,14,AD 57
ED   81,99.00%,YES,&nbsp,29,AD 57
ED   81,99.00%,NO,&nbsp,1,AD 57
ED   82,99.00%,YES,&nbsp,289,AD 57
ED   82,99.00%,NO,&nbsp,24,AD 57
ED   83,99.00%,YES,&nbsp,10,AD 57
ED   83,99.00%,NO,&nbsp,1,AD 57
ED   84,99.00%,YES,&nbsp,191,AD 57
ED   84,99.00%,NO,&nbsp,4,AD 57
ED   85,99.00%,YES,&nbsp,246,AD 57
ED   85,99.00%,NO,&nbsp,5,AD 57
Total,,YES,&nbsp,43712,AD 57
Total,,NO,&nbsp,3484,AD 57
ED    1,99.00%,YES,&nbsp,377,AD 58
ED    1,99.00%,NO,&nbsp,45,AD 58
ED    2,99.00%,YES,&nbsp,385,AD 58
ED    2,99.00%,NO,&nbsp,36,AD 58
ED    3,99.00%,YES,&nbsp,557,AD 58
ED    3,99.00%,NO,&nbsp,40,AD 58
ED    4,99.00%,YES,&nbsp,19,AD 58
ED    4,99.00%,NO,&nbsp,2,AD 58
ED    5,99.00%,YES,&nbsp,357,AD 58
ED    5,99.00%,NO,&nbsp,38,AD 58
ED    6,99.00%,YES,&nbsp,422,AD 58
ED    6,99.00%,NO,&nbsp,30,AD 58
ED    7,99.00%,YES,&nbsp,560,AD 58
ED    7,99.00%,NO,&nbsp,27,AD 58
ED    8,99.00%,YES,&nbsp,590,AD 58
ED    8,99.00%,NO,&nbsp,39,AD 58
ED    9,99.00%,YES,&nbsp,486,AD 58
ED    9,99.00%,NO,&nbsp,45,AD 58
ED   10,99.00%,YES,&nbsp,426,AD 58
ED   10,99.00%,NO,&nbsp,46,AD 58
ED   11,99.00%,YES,&nbsp,667,AD 58
ED   11,99.00%,NO,&nbsp,62,AD 58
ED   12,99.00%,YES,&nbsp,428,AD 58
ED   12,99.00%,NO,&nbsp,66,AD 58
ED   13,99.00%,YES,&nbsp,587,AD 58
ED   13,99.00%,NO,&nbsp,54,AD 58
ED   14,85.71%,YES,&nbsp,473,AD 58
ED   14,85.71%,NO,&nbsp,35,AD 58
ED   15,99.00%,YES,&nbsp,532,AD 58
ED   15,99.00%,NO,&nbsp,41,AD 58
ED   16,99.00%,YES,&nbsp,449,AD 58
ED   16,99.00%,NO,&nbsp,48,AD 58
ED   17,99.00%,YES,&nbsp,481,AD 58
ED   17,99.00%,NO,&nbsp,37,AD 58
ED   18,99.00%,YES,&nbsp,528,AD 58
ED   18,99.00%,NO,&nbsp,44,AD 58
ED   19,99.00%,YES,&nbsp,439,AD 58
ED   19,99.00%,NO,&nbsp,28,AD 58
ED   20,99.00%,YES,&nbsp,346,AD 58
ED   20,99.00%,NO,&nbsp,16,AD 58
ED   21,99.00%,YES,&nbsp,506,AD 58
ED   21,99.00%,NO,&nbsp,43,AD 58
ED   22,99.00%,YES,&nbsp,149,AD 58
ED   22,99.00%,NO,&nbsp,9,AD 58
ED   23,99.00%,YES,&nbsp,557,AD 58
ED   23,99.00%,NO,&nbsp,37,AD 58
ED   24,99.00%,YES,&nbsp,26,AD 58
ED   24,99.00%,NO,&nbsp,0,AD 58
ED   25,99.00%,YES,&nbsp,510,AD 58
ED   25,99.00%,NO,&nbsp,36,AD 58
ED   26,99.00%,YES,&nbsp,488,AD 58
ED   26,99.00%,NO,&nbsp,34,AD 58
ED   27,99.00%,YES,&nbsp,509,AD 58
ED   27,99.00%,NO,&nbsp,37,AD 58
ED   28,99.00%,YES,&nbsp,607,AD 58
ED   28,99.00%,NO,&nbsp,44,AD 58
ED   29,99.00%,YES,&nbsp,501,AD 58
ED   29,99.00%,NO,&nbsp,26,AD 58
ED   30,99.00%,YES,&nbsp,346,AD 58
ED   30,99.00%,NO,&nbsp,24,AD 58
ED   31,99.00%,YES,&nbsp,444,AD 58
ED   31,99.00%,NO,&nbsp,30,AD 58
ED   32,99.00%,YES,&nbsp,529,AD 58
ED   32,99.00%,NO,&nbsp,29,AD 58
ED   33,99.00%,YES,&nbsp,510,AD 58
ED   33,99.00%,NO,&nbsp,42,AD 58
ED   34,99.00%,YES,&nbsp,502,AD 58
ED   34,99.00%,NO,&nbsp,33,AD 58
ED   35,99.00%,YES,&nbsp,634,AD 58
ED   35,99.00%,NO,&nbsp,29,AD 58
ED   36,99.00%,YES,&nbsp,406,AD 58
ED   36,99.00%,NO,&nbsp,22,AD 58
ED   37,99.00%,YES,&nbsp,568,AD 58
ED   37,99.00%,NO,&nbsp,43,AD 58
ED   38,99.00%,YES,&nbsp,429,AD 58
ED   38,99.00%,NO,&nbsp,22,AD 58
ED   39,99.00%,YES,&nbsp,476,AD 58
ED   39,99.00%,NO,&nbsp,29,AD 58
ED   40,99.00%,YES,&nbsp,526,AD 58
ED   40,99.00%,NO,&nbsp,36,AD 58
ED   41,99.00%,YES,&nbsp,489,AD 58
ED   41,99.00%,NO,&nbsp,39,AD 58
ED   42,99.00%,YES,&nbsp,538,AD 58
ED   42,99.00%,NO,&nbsp,39,AD 58
ED   43,99.00%,YES,&nbsp,472,AD 58
ED   43,99.00%,NO,&nbsp,37,AD 58
ED   44,99.00%,YES,&nbsp,473,AD 58
ED   44,99.00%,NO,&nbsp,51,AD 58
ED   45,99.00%,YES,&nbsp,401,AD 58
ED   45,99.00%,NO,&nbsp,35,AD 58
ED   46,99.00%,YES,&nbsp,268,AD 58
ED   46,99.00%,NO,&nbsp,18,AD 58
ED   47,99.00%,YES,&nbsp,71,AD 58
ED   47,99.00%,NO,&nbsp,3,AD 58
ED   48,99.00%,YES,&nbsp,266,AD 58
ED   48,99.00%,NO,&nbsp,17,AD 58
ED   49,99.00%,YES,&nbsp,353,AD 58
ED   49,99.00%,NO,&nbsp,34,AD 58
ED   50,99.00%,YES,&nbsp,374,AD 58
ED   50,99.00%,NO,&nbsp,29,AD 58
ED   51,99.00%,YES,&nbsp,459,AD 58
ED   51,99.00%,NO,&nbsp,30,AD 58
ED   52,99.00%,YES,&nbsp,459,AD 58
ED   52,99.00%,NO,&nbsp,19,AD 58
ED   53,90.00%,YES,&nbsp,674,AD 58
ED   53,90.00%,NO,&nbsp,68,AD 58
ED   54,99.00%,YES,&nbsp,189,AD 58
ED   54,99.00%,NO,&nbsp,10,AD 58
ED   55,99.00%,YES,&nbsp,365,AD 58
ED   55,99.00%,NO,&nbsp,25,AD 58
ED   56,99.00%,YES,&nbsp,400,AD 58
ED   56,99.00%,NO,&nbsp,33,AD 58
ED   57,99.00%,YES,&nbsp,646,AD 58
ED   57,99.00%,NO,&nbsp,82,AD 58
ED   58,99.00%,YES,&nbsp,572,AD 58
ED   58,99.00%,NO,&nbsp,51,AD 58
ED   59,99.00%,YES,&nbsp,584,AD 58
ED   59,99.00%,NO,&nbsp,55,AD 58
ED   60,99.00%,YES,&nbsp,632,AD 58
ED   60,99.00%,NO,&nbsp,57,AD 58
ED   61,99.00%,YES,&nbsp,446,AD 58
ED   61,99.00%,NO,&nbsp,42,AD 58
ED   62,99.00%,YES,&nbsp,566,AD 58
ED   62,99.00%,NO,&nbsp,59,AD 58
ED   63,99.00%,YES,&nbsp,479,AD 58
ED   63,99.00%,NO,&nbsp,37,AD 58
ED   64,99.00%,YES,&nbsp,228,AD 58
ED   64,99.00%,NO,&nbsp,17,AD 58
ED   65,99.00%,YES,&nbsp,443,AD 58
ED   65,99.00%,NO,&nbsp,36,AD 58
ED   66,99.00%,YES,&nbsp,0,AD 58
ED   66,99.00%,NO,&nbsp,0,AD 58
ED   67,90.00%,YES,&nbsp,0,AD 58
ED   67,90.00%,NO,&nbsp,0,AD 58
ED   68,99.00%,YES,&nbsp,0,AD 58
ED   68,99.00%,NO,&nbsp,0,AD 58
ED   69,99.00%,YES,&nbsp,0,AD 58
ED   69,99.00%,NO,&nbsp,0,AD 58
ED   70,99.00%,YES,&nbsp,1,AD 58
ED   70,99.00%,NO,&nbsp,1,AD 58
Total,,YES,&nbsp,29180,AD 58
Total,,NO,&nbsp,2308,AD 58
ED    1,99.00%,YES,&nbsp,317,AD 59
ED    1,99.00%,NO,&nbsp,29,AD 59
ED    2,99.00%,YES,&nbsp,436,AD 59
ED    2,99.00%,NO,&nbsp,48,AD 59
ED    3,99.00%,YES,&nbsp,633,AD 59
ED    3,99.00%,NO,&nbsp,64,AD 59
ED    4,99.00%,YES,&nbsp,605,AD 59
ED    4,99.00%,NO,&nbsp,68,AD 59
ED    5,99.00%,YES,&nbsp,569,AD 59
ED    5,99.00%,NO,&nbsp,51,AD 59
ED    6,99.00%,YES,&nbsp,582,AD 59
ED    6,99.00%,NO,&nbsp,54,AD 59
ED    7,99.00%,YES,&nbsp,608,AD 59
ED    7,99.00%,NO,&nbsp,56,AD 59
ED    8,99.00%,YES,&nbsp,584,AD 59
ED    8,99.00%,NO,&nbsp,58,AD 59
ED    9,99.00%,YES,&nbsp,605,AD 59
ED    9,99.00%,NO,&nbsp,49,AD 59
ED   10,99.00%,YES,&nbsp,514,AD 59
ED   10,99.00%,NO,&nbsp,57,AD 59
ED   11,99.00%,YES,&nbsp,539,AD 59
ED   11,99.00%,NO,&nbsp,48,AD 59
ED   12,99.00%,YES,&nbsp,521,AD 59
ED   12,99.00%,NO,&nbsp,49,AD 59
ED   13,99.00%,YES,&nbsp,565,AD 59
ED   13,99.00%,NO,&nbsp,34,AD 59
ED   14,99.00%,YES,&nbsp,377,AD 59
ED   14,99.00%,NO,&nbsp,29,AD 59
ED   15,99.00%,YES,&nbsp,304,AD 59
ED   15,99.00%,NO,&nbsp,23,AD 59
ED   16,99.00%,YES,&nbsp,480,AD 59
ED   16,99.00%,NO,&nbsp,39,AD 59
ED   17,99.00%,YES,&nbsp,632,AD 59
ED   17,99.00%,NO,&nbsp,45,AD 59
ED   18,99.00%,YES,&nbsp,569,AD 59
ED   18,99.00%,NO,&nbsp,44,AD 59
ED   19,99.00%,YES,&nbsp,598,AD 59
ED   19,99.00%,NO,&nbsp,44,AD 59
ED   20,99.00%,YES,&nbsp,489,AD 59
ED   20,99.00%,NO,&nbsp,30,AD 59
ED   21,99.00%,YES,&nbsp,603,AD 59
ED   21,99.00%,NO,&nbsp,54,AD 59
ED   22,99.00%,YES,&nbsp,445,AD 59
ED   22,99.00%,NO,&nbsp,33,AD 59
ED   23,81.82%,YES,&nbsp,199,AD 59
ED   23,81.82%,NO,&nbsp,16,AD 59
ED   24,99.00%,YES,&nbsp,302,AD 59
ED   24,99.00%,NO,&nbsp,29,AD 59
ED   25,99.00%,YES,&nbsp,244,AD 59
ED   25,99.00%,NO,&nbsp,32,AD 59
ED   26,81.82%,YES,&nbsp,317,AD 59
ED   26,81.82%,NO,&nbsp,18,AD 59
ED   27,81.82%,YES,&nbsp,403,AD 59
ED   27,81.82%,NO,&nbsp,46,AD 59
ED   28,99.00%,YES,&nbsp,366,AD 59
ED   28,99.00%,NO,&nbsp,26,AD 59
ED   29,99.00%,YES,&nbsp,446,AD 59
ED   29,99.00%,NO,&nbsp,56,AD 59
ED   30,99.00%,YES,&nbsp,465,AD 59
ED   30,99.00%,NO,&nbsp,66,AD 59
ED   31,99.00%,YES,&nbsp,153,AD 59
ED   31,99.00%,NO,&nbsp,23,AD 59
ED   32,99.00%,YES,&nbsp,567,AD 59
ED   32,99.00%,NO,&nbsp,59,AD 59
ED   33,99.00%,YES,&nbsp,446,AD 59
ED   33,99.00%,NO,&nbsp,139,AD 59
ED   34,99.00%,YES,&nbsp,425,AD 59
ED   34,99.00%,NO,&nbsp,64,AD 59
ED   35,99.00%,YES,&nbsp,203,AD 59
ED   35,99.00%,NO,&nbsp,27,AD 59
ED   36,99.00%,YES,&nbsp,493,AD 59
ED   36,99.00%,NO,&nbsp,86,AD 59
ED   37,99.00%,YES,&nbsp,597,AD 59
ED   37,99.00%,NO,&nbsp,125,AD 59
ED   38,99.00%,YES,&nbsp,478,AD 59
ED   38,99.00%,NO,&nbsp,107,AD 59
ED   39,99.00%,YES,&nbsp,600,AD 59
ED   39,99.00%,NO,&nbsp,107,AD 59
ED   40,99.00%,YES,&nbsp,46,AD 59
ED   40,99.00%,NO,&nbsp,128,AD 59
ED   41,99.00%,YES,&nbsp,454,AD 59
ED   41,99.00%,NO,&nbsp,125,AD 59
ED   42,99.00%,YES,&nbsp,418,AD 59
ED   42,99.00%,NO,&nbsp,302,AD 59
ED   43,99.00%,YES,&nbsp,505,AD 59
ED   43,99.00%,NO,&nbsp,234,AD 59
ED   44,99.00%,YES,&nbsp,271,AD 59
ED   44,99.00%,NO,&nbsp,314,AD 59
ED   45,99.00%,YES,&nbsp,422,AD 59
ED   45,99.00%,NO,&nbsp,281,AD 59
ED   46,99.00%,YES,&nbsp,362,AD 59
ED   46,99.00%,NO,&nbsp,390,AD 59
ED   47,99.00%,YES,&nbsp,205,AD 59
ED   47,99.00%,NO,&nbsp,327,AD 59
ED   48,99.00%,YES,&nbsp,284,AD 59
ED   48,99.00%,NO,&nbsp,445,AD 59
ED   49,99.00%,YES,&nbsp,256,AD 59
ED   49,99.00%,NO,&nbsp,450,AD 59
ED   50,99.00%,YES,&nbsp,250,AD 59
ED   50,99.00%,NO,&nbsp,490,AD 59
ED   51,99.00%,YES,&nbsp,153,AD 59
ED   51,99.00%,NO,&nbsp,240,AD 59
ED   52,99.00%,YES,&nbsp,321,AD 59
ED   52,99.00%,NO,&nbsp,355,AD 59
ED   53,99.00%,YES,&nbsp,230,AD 59
ED   53,99.00%,NO,&nbsp,336,AD 59
ED   54,99.00%,YES,&nbsp,237,AD 59
ED   54,99.00%,NO,&nbsp,340,AD 59
ED   55,99.00%,YES,&nbsp,319,AD 59
ED   55,99.00%,NO,&nbsp,418,AD 59
ED   56,99.00%,YES,&nbsp,365,AD 59
ED   56,99.00%,NO,&nbsp,538,AD 59
ED   57,99.00%,YES,&nbsp,447,AD 59
ED   57,99.00%,NO,&nbsp,441,AD 59
ED   58,99.00%,YES,&nbsp,137,AD 59
ED   58,99.00%,NO,&nbsp,129,AD 59
ED   59,99.00%,YES,&nbsp,125,AD 59
ED   59,99.00%,NO,&nbsp,328,AD 59
ED   60,99.00%,YES,&nbsp,133,AD 59
ED   60,99.00%,NO,&nbsp,298,AD 59
ED   61,99.00%,YES,&nbsp,9,AD 59
ED   61,99.00%,NO,&nbsp,4,AD 59
ED   62,99.00%,YES,&nbsp,4,AD 59
ED   62,99.00%,NO,&nbsp,1,AD 59
ED   63,99.00%,YES,&nbsp,308,AD 59
ED   63,99.00%,NO,&nbsp,46,AD 59
ED   64,99.00%,YES,&nbsp,12,AD 59
ED   64,99.00%,NO,&nbsp,1,AD 59
ED   65,99.00%,YES,&nbsp,175,AD 59
ED   65,99.00%,NO,&nbsp,324,AD 59
ED   66,99.00%,YES,&nbsp,159,AD 59
ED   66,99.00%,NO,&nbsp,336,AD 59
ED   67,99.00%,YES,&nbsp,0,AD 59
ED   67,99.00%,NO,&nbsp,0,AD 59
ED   68,99.00%,YES,&nbsp,0,AD 59
ED   68,99.00%,NO,&nbsp,0,AD 59
ED   69,99.00%,YES,&nbsp,0,AD 59
ED   69,99.00%,NO,&nbsp,0,AD 59
ED   70,99.00%,YES,&nbsp,0,AD 59
ED   70,99.00%,NO,&nbsp,0,AD 59
ED   71,81.82%,YES,&nbsp,0,AD 59
ED   71,81.82%,NO,&nbsp,0,AD 59
ED   72,99.00%,YES,&nbsp,0,AD 59
ED   72,99.00%,NO,&nbsp,0,AD 59
Total,,YES,&nbsp,24886,AD 59
Total,,NO,&nbsp,9653,AD 59
ED    1,99.00%,YES,&nbsp,404,AD 60
ED    1,99.00%,NO,&nbsp,29,AD 60
ED    2,99.00%,YES,&nbsp,430,AD 60
ED    2,99.00%,NO,&nbsp,37,AD 60
ED    3,99.00%,YES,&nbsp,379,AD 60
ED    3,99.00%,NO,&nbsp,45,AD 60
