ED_num,reported,candidate,party,votes,AD_num
ED   40,99.00%,YES,&nbsp,280,AD 40
ED   40,99.00%,NO,&nbsp,322,AD 40
ED   41,90.91%,YES,&nbsp,324,AD 40
ED   41,90.91%,NO,&nbsp,396,AD 40
ED   42,99.00%,YES,&nbsp,12,AD 40
ED   42,99.00%,NO,&nbsp,8,AD 40
ED   43,99.00%,YES,&nbsp,340,AD 40
ED   43,99.00%,NO,&nbsp,235,AD 40
ED   44,99.00%,YES,&nbsp,155,AD 40
ED   44,99.00%,NO,&nbsp,88,AD 40
ED   45,99.00%,YES,&nbsp,279,AD 40
ED   45,99.00%,NO,&nbsp,195,AD 40
ED   46,99.00%,YES,&nbsp,133,AD 40
ED   46,99.00%,NO,&nbsp,133,AD 40
ED   47,90.91%,YES,&nbsp,403,AD 40
ED   47,90.91%,NO,&nbsp,462,AD 40
ED   48,99.00%,YES,&nbsp,83,AD 40
ED   48,99.00%,NO,&nbsp,46,AD 40
ED   49,99.00%,YES,&nbsp,0,AD 40
ED   49,99.00%,NO,&nbsp,0,AD 40
Total,,YES,&nbsp,14040,AD 40
Total,,NO,&nbsp,6719,AD 40
ED    1,99.00%,YES,&nbsp,636,AD 41
ED    1,99.00%,NO,&nbsp,48,AD 41
ED    2,99.00%,YES,&nbsp,556,AD 41
ED    2,99.00%,NO,&nbsp,49,AD 41
ED    3,81.82%,YES,&nbsp,345,AD 41
ED    3,81.82%,NO,&nbsp,28,AD 41
ED    4,92.31%,YES,&nbsp,589,AD 41
ED    4,92.31%,NO,&nbsp,50,AD 41
ED    5,99.00%,YES,&nbsp,477,AD 41
ED    5,99.00%,NO,&nbsp,30,AD 41
ED    6,99.00%,YES,&nbsp,542,AD 41
ED    6,99.00%,NO,&nbsp,41,AD 41
ED    7,99.00%,YES,&nbsp,574,AD 41
ED    7,99.00%,NO,&nbsp,54,AD 41
ED    8,99.00%,YES,&nbsp,499,AD 41
ED    8,99.00%,NO,&nbsp,33,AD 41
ED    9,81.82%,YES,&nbsp,549,AD 41
ED    9,81.82%,NO,&nbsp,22,AD 41
ED   10,99.00%,YES,&nbsp,387,AD 41
ED   10,99.00%,NO,&nbsp,39,AD 41
ED   11,81.82%,YES,&nbsp,465,AD 41
ED   11,81.82%,NO,&nbsp,47,AD 41
ED   12,92.31%,YES,&nbsp,211,AD 41
ED   12,92.31%,NO,&nbsp,163,AD 41
ED   13,92.31%,YES,&nbsp,283,AD 41
ED   13,92.31%,NO,&nbsp,52,AD 41
ED   14,99.00%,YES,&nbsp,122,AD 41
ED   14,99.00%,NO,&nbsp,543,AD 41
ED   15,99.00%,YES,&nbsp,121,AD 41
ED   15,99.00%,NO,&nbsp,109,AD 41
ED   16,99.00%,YES,&nbsp,298,AD 41
ED   16,99.00%,NO,&nbsp,134,AD 41
ED   17,99.00%,YES,&nbsp,421,AD 41
ED   17,99.00%,NO,&nbsp,39,AD 41
ED   18,99.00%,YES,&nbsp,366,AD 41
ED   18,99.00%,NO,&nbsp,35,AD 41
ED   19,99.00%,YES,&nbsp,465,AD 41
ED   19,99.00%,NO,&nbsp,69,AD 41
ED   20,99.00%,YES,&nbsp,76,AD 41
ED   20,99.00%,NO,&nbsp,71,AD 41
ED   21,99.00%,YES,&nbsp,129,AD 41
ED   21,99.00%,NO,&nbsp,92,AD 41
ED   22,99.00%,YES,&nbsp,315,AD 41
ED   22,99.00%,NO,&nbsp,493,AD 41
ED   23,99.00%,YES,&nbsp,208,AD 41
ED   23,99.00%,NO,&nbsp,404,AD 41
ED   24,99.00%,YES,&nbsp,300,AD 41
ED   24,99.00%,NO,&nbsp,326,AD 41
ED   25,99.00%,YES,&nbsp,281,AD 41
ED   25,99.00%,NO,&nbsp,320,AD 41
ED   26,99.00%,YES,&nbsp,358,AD 41
ED   26,99.00%,NO,&nbsp,345,AD 41
ED   27,99.00%,YES,&nbsp,340,AD 41
ED   27,99.00%,NO,&nbsp,288,AD 41
ED   28,99.00%,YES,&nbsp,212,AD 41
ED   28,99.00%,NO,&nbsp,306,AD 41
ED   29,99.00%,YES,&nbsp,127,AD 41
ED   29,99.00%,NO,&nbsp,401,AD 41
ED   30,99.00%,YES,&nbsp,149,AD 41
ED   30,99.00%,NO,&nbsp,406,AD 41
ED   31,99.00%,YES,&nbsp,147,AD 41
ED   31,99.00%,NO,&nbsp,214,AD 41
ED   32,99.00%,YES,&nbsp,406,AD 41
ED   32,99.00%,NO,&nbsp,193,AD 41
ED   33,99.00%,YES,&nbsp,309,AD 41
ED   33,99.00%,NO,&nbsp,456,AD 41
ED   34,99.00%,YES,&nbsp,355,AD 41
ED   34,99.00%,NO,&nbsp,540,AD 41
ED   35,99.00%,YES,&nbsp,160,AD 41
ED   35,99.00%,NO,&nbsp,467,AD 41
ED   36,99.00%,YES,&nbsp,141,AD 41
ED   36,99.00%,NO,&nbsp,234,AD 41
ED   37,99.00%,YES,&nbsp,195,AD 41
ED   37,99.00%,NO,&nbsp,231,AD 41
ED   38,99.00%,YES,&nbsp,73,AD 41
ED   38,99.00%,NO,&nbsp,56,AD 41
ED   39,99.00%,YES,&nbsp,129,AD 41
ED   39,99.00%,NO,&nbsp,120,AD 41
ED   40,99.00%,YES,&nbsp,257,AD 41
ED   40,99.00%,NO,&nbsp,219,AD 41
ED   41,99.00%,YES,&nbsp,268,AD 41
ED   41,99.00%,NO,&nbsp,483,AD 41
ED   42,99.00%,YES,&nbsp,273,AD 41
ED   42,99.00%,NO,&nbsp,212,AD 41
ED   43,99.00%,YES,&nbsp,243,AD 41
ED   43,99.00%,NO,&nbsp,193,AD 41
ED   44,99.00%,YES,&nbsp,207,AD 41
ED   44,99.00%,NO,&nbsp,182,AD 41
ED   45,99.00%,YES,&nbsp,323,AD 41
ED   45,99.00%,NO,&nbsp,312,AD 41
ED   46,99.00%,YES,&nbsp,222,AD 41
ED   46,99.00%,NO,&nbsp,195,AD 41
ED   47,99.00%,YES,&nbsp,257,AD 41
ED   47,99.00%,NO,&nbsp,149,AD 41
ED   48,99.00%,YES,&nbsp,287,AD 41
ED   48,99.00%,NO,&nbsp,210,AD 41
ED   49,99.00%,YES,&nbsp,312,AD 41
ED   49,99.00%,NO,&nbsp,75,AD 41
ED   50,99.00%,YES,&nbsp,272,AD 41
ED   50,99.00%,NO,&nbsp,52,AD 41
ED   51,99.00%,YES,&nbsp,167,AD 41
ED   51,99.00%,NO,&nbsp,39,AD 41
ED   52,99.00%,YES,&nbsp,445,AD 41
ED   52,99.00%,NO,&nbsp,424,AD 41
ED   53,99.00%,YES,&nbsp,160,AD 41
ED   53,99.00%,NO,&nbsp,60,AD 41
ED   54,99.00%,YES,&nbsp,101,AD 41
ED   54,99.00%,NO,&nbsp,57,AD 41
ED   55,99.00%,YES,&nbsp,276,AD 41
ED   55,99.00%,NO,&nbsp,184,AD 41
ED   56,99.00%,YES,&nbsp,246,AD 41
ED   56,99.00%,NO,&nbsp,183,AD 41
ED   57,85.71%,YES,&nbsp,183,AD 41
ED   57,85.71%,NO,&nbsp,170,AD 41
ED   58,99.00%,YES,&nbsp,372,AD 41
ED   58,99.00%,NO,&nbsp,255,AD 41
ED   59,99.00%,YES,&nbsp,107,AD 41
ED   59,99.00%,NO,&nbsp,85,AD 41
ED   60,99.00%,YES,&nbsp,138,AD 41
ED   60,99.00%,NO,&nbsp,141,AD 41
ED   61,99.00%,YES,&nbsp,288,AD 41
ED   61,99.00%,NO,&nbsp,207,AD 41
ED   62,99.00%,YES,&nbsp,0,AD 41
ED   62,99.00%,NO,&nbsp,0,AD 41
ED   63,99.00%,YES,&nbsp,340,AD 41
ED   63,99.00%,NO,&nbsp,350,AD 41
ED   64,99.00%,YES,&nbsp,276,AD 41
ED   64,99.00%,NO,&nbsp,277,AD 41
ED   65,99.00%,YES,&nbsp,88,AD 41
ED   65,99.00%,NO,&nbsp,74,AD 41
ED   66,99.00%,YES,&nbsp,217,AD 41
ED   66,99.00%,NO,&nbsp,166,AD 41
ED   67,99.00%,YES,&nbsp,169,AD 41
ED   67,99.00%,NO,&nbsp,152,AD 41
ED   68,99.00%,YES,&nbsp,97,AD 41
ED   68,99.00%,NO,&nbsp,40,AD 41
ED   69,99.00%,YES,&nbsp,56,AD 41
ED   69,99.00%,NO,&nbsp,105,AD 41
ED   70,99.00%,YES,&nbsp,59,AD 41
ED   70,99.00%,NO,&nbsp,157,AD 41
ED   71,99.00%,YES,&nbsp,134,AD 41
ED   71,99.00%,NO,&nbsp,348,AD 41
ED   72,99.00%,YES,&nbsp,0,AD 41
ED   72,99.00%,NO,&nbsp,0,AD 41
ED   73,99.00%,YES,&nbsp,0,AD 41
ED   73,99.00%,NO,&nbsp,0,AD 41
ED   74,81.82%,YES,&nbsp,0,AD 41
ED   74,81.82%,NO,&nbsp,0,AD 41
Total,,YES,&nbsp,19156,AD 41
Total,,NO,&nbsp,13304,AD 41
ED    1,99.00%,YES,&nbsp,33,AD 42
ED    1,99.00%,NO,&nbsp,5,AD 42
ED    2,99.00%,YES,&nbsp,513,AD 42
ED    2,99.00%,NO,&nbsp,43,AD 42
ED    3,99.00%,YES,&nbsp,696,AD 42
ED    3,99.00%,NO,&nbsp,33,AD 42
ED    4,99.00%,YES,&nbsp,657,AD 42
ED    4,99.00%,NO,&nbsp,33,AD 42
ED    5,99.00%,YES,&nbsp,618,AD 42
ED    5,99.00%,NO,&nbsp,40,AD 42
ED    6,99.00%,YES,&nbsp,723,AD 42
ED    6,99.00%,NO,&nbsp,61,AD 42
ED    7,99.00%,YES,&nbsp,772,AD 42
ED    7,99.00%,NO,&nbsp,50,AD 42
ED    8,99.00%,YES,&nbsp,357,AD 42
ED    8,99.00%,NO,&nbsp,30,AD 42
ED    9,99.00%,YES,&nbsp,604,AD 42
ED    9,99.00%,NO,&nbsp,43,AD 42
ED   10,99.00%,YES,&nbsp,679,AD 42
ED   10,99.00%,NO,&nbsp,57,AD 42
ED   11,99.00%,YES,&nbsp,750,AD 42
ED   11,99.00%,NO,&nbsp,59,AD 42
ED   12,99.00%,YES,&nbsp,641,AD 42
ED   12,99.00%,NO,&nbsp,33,AD 42
ED   13,99.00%,YES,&nbsp,704,AD 42
ED   13,99.00%,NO,&nbsp,34,AD 42
ED   14,99.00%,YES,&nbsp,544,AD 42
ED   14,99.00%,NO,&nbsp,42,AD 42
ED   15,99.00%,YES,&nbsp,655,AD 42
ED   15,99.00%,NO,&nbsp,54,AD 42
ED   16,99.00%,YES,&nbsp,585,AD 42
ED   16,99.00%,NO,&nbsp,45,AD 42
ED   17,99.00%,YES,&nbsp,626,AD 42
ED   17,99.00%,NO,&nbsp,36,AD 42
ED   18,99.00%,YES,&nbsp,475,AD 42
ED   18,99.00%,NO,&nbsp,30,AD 42
ED   19,99.00%,YES,&nbsp,702,AD 42
ED   19,99.00%,NO,&nbsp,52,AD 42
ED   20,99.00%,YES,&nbsp,670,AD 42
ED   20,99.00%,NO,&nbsp,23,AD 42
ED   21,99.00%,YES,&nbsp,584,AD 42
ED   21,99.00%,NO,&nbsp,36,AD 42
ED   22,99.00%,YES,&nbsp,616,AD 42
ED   22,99.00%,NO,&nbsp,41,AD 42
ED   23,90.00%,YES,&nbsp,618,AD 42
ED   23,90.00%,NO,&nbsp,60,AD 42
ED   24,92.31%,YES,&nbsp,629,AD 42
ED   24,92.31%,NO,&nbsp,38,AD 42
ED   25,92.31%,YES,&nbsp,539,AD 42
ED   25,92.31%,NO,&nbsp,22,AD 42
ED   26,92.31%,YES,&nbsp,565,AD 42
ED   26,92.31%,NO,&nbsp,34,AD 42
ED   27,81.82%,YES,&nbsp,158,AD 42
ED   27,81.82%,NO,&nbsp,22,AD 42
ED   28,92.31%,YES,&nbsp,33,AD 42
ED   28,92.31%,NO,&nbsp,1,AD 42
ED   29,92.31%,YES,&nbsp,591,AD 42
ED   29,92.31%,NO,&nbsp,33,AD 42
ED   30,99.00%,YES,&nbsp,319,AD 42
ED   30,99.00%,NO,&nbsp,21,AD 42
ED   31,99.00%,YES,&nbsp,460,AD 42
ED   31,99.00%,NO,&nbsp,24,AD 42
ED   32,99.00%,YES,&nbsp,442,AD 42
ED   32,99.00%,NO,&nbsp,31,AD 42
ED   33,99.00%,YES,&nbsp,486,AD 42
ED   33,99.00%,NO,&nbsp,26,AD 42
ED   34,99.00%,YES,&nbsp,303,AD 42
ED   34,99.00%,NO,&nbsp,21,AD 42
ED   35,99.00%,YES,&nbsp,542,AD 42
ED   35,99.00%,NO,&nbsp,33,AD 42
ED   36,99.00%,YES,&nbsp,478,AD 42
ED   36,99.00%,NO,&nbsp,34,AD 42
ED   37,99.00%,YES,&nbsp,494,AD 42
ED   37,99.00%,NO,&nbsp,29,AD 42
ED   38,99.00%,YES,&nbsp,589,AD 42
ED   38,99.00%,NO,&nbsp,36,AD 42
ED   39,99.00%,YES,&nbsp,569,AD 42
ED   39,99.00%,NO,&nbsp,37,AD 42
ED   40,99.00%,YES,&nbsp,475,AD 42
ED   40,99.00%,NO,&nbsp,35,AD 42
ED   41,90.00%,YES,&nbsp,615,AD 42
ED   41,90.00%,NO,&nbsp,104,AD 42
ED   42,90.00%,YES,&nbsp,510,AD 42
ED   42,90.00%,NO,&nbsp,38,AD 42
ED   43,99.00%,YES,&nbsp,496,AD 42
ED   43,99.00%,NO,&nbsp,30,AD 42
ED   44,99.00%,YES,&nbsp,429,AD 42
ED   44,99.00%,NO,&nbsp,25,AD 42
ED   45,99.00%,YES,&nbsp,356,AD 42
ED   45,99.00%,NO,&nbsp,38,AD 42
ED   46,87.50%,YES,&nbsp,367,AD 42
ED   46,87.50%,NO,&nbsp,25,AD 42
ED   47,87.50%,YES,&nbsp,564,AD 42
ED   47,87.50%,NO,&nbsp,41,AD 42
ED   48,99.00%,YES,&nbsp,11,AD 42
ED   48,99.00%,NO,&nbsp,68,AD 42
ED   49,92.31%,YES,&nbsp,487,AD 42
ED   49,92.31%,NO,&nbsp,168,AD 42
ED   50,90.00%,YES,&nbsp,501,AD 42
ED   50,90.00%,NO,&nbsp,33,AD 42
ED   51,92.31%,YES,&nbsp,305,AD 42
ED   51,92.31%,NO,&nbsp,25,AD 42
ED   52,92.31%,YES,&nbsp,129,AD 42
ED   52,92.31%,NO,&nbsp,366,AD 42
ED   53,92.31%,YES,&nbsp,345,AD 42
ED   53,92.31%,NO,&nbsp,237,AD 42
ED   54,99.00%,YES,&nbsp,75,AD 42
ED   54,99.00%,NO,&nbsp,664,AD 42
ED   55,99.00%,YES,&nbsp,324,AD 42
ED   55,99.00%,NO,&nbsp,249,AD 42
ED   56,99.00%,YES,&nbsp,187,AD 42
ED   56,99.00%,NO,&nbsp,261,AD 42
ED   57,99.00%,YES,&nbsp,18,AD 42
ED   57,99.00%,NO,&nbsp,194,AD 42
ED   58,99.00%,YES,&nbsp,215,AD 42
ED   58,99.00%,NO,&nbsp,571,AD 42
ED   59,99.00%,YES,&nbsp,87,AD 42
ED   59,99.00%,NO,&nbsp,379,AD 42
ED   60,81.82%,YES,&nbsp,314,AD 42
ED   60,81.82%,NO,&nbsp,34,AD 42
ED   61,92.31%,YES,&nbsp,750,AD 42
ED   61,92.31%,NO,&nbsp,45,AD 42
ED   62,99.00%,YES,&nbsp,0,AD 42
ED   62,99.00%,NO,&nbsp,0,AD 42
Total,,YES,&nbsp,28579,AD 42
Total,,NO,&nbsp,5012,AD 42
ED    1,99.00%,YES,&nbsp,642,AD 43
ED    1,99.00%,NO,&nbsp,30,AD 43
ED    2,99.00%,YES,&nbsp,697,AD 43
ED    2,99.00%,NO,&nbsp,34,AD 43
ED    3,99.00%,YES,&nbsp,618,AD 43
ED    3,99.00%,NO,&nbsp,25,AD 43
ED    4,99.00%,YES,&nbsp,669,AD 43
ED    4,99.00%,NO,&nbsp,32,AD 43
ED    5,99.00%,YES,&nbsp,448,AD 43
ED    5,99.00%,NO,&nbsp,28,AD 43
ED    6,99.00%,YES,&nbsp,514,AD 43
ED    6,99.00%,NO,&nbsp,35,AD 43
ED    7,99.00%,YES,&nbsp,586,AD 43
ED    7,99.00%,NO,&nbsp,39,AD 43
ED    8,99.00%,YES,&nbsp,469,AD 43
ED    8,99.00%,NO,&nbsp,31,AD 43
ED    9,99.00%,YES,&nbsp,336,AD 43
ED    9,99.00%,NO,&nbsp,17,AD 43
ED   10,99.00%,YES,&nbsp,747,AD 43
ED   10,99.00%,NO,&nbsp,28,AD 43
ED   11,99.00%,YES,&nbsp,551,AD 43
ED   11,99.00%,NO,&nbsp,36,AD 43
ED   12,99.00%,YES,&nbsp,424,AD 43
ED   12,99.00%,NO,&nbsp,64,AD 43
ED   13,99.00%,YES,&nbsp,494,AD 43
ED   13,99.00%,NO,&nbsp,181,AD 43
ED   14,99.00%,YES,&nbsp,430,AD 43
ED   14,99.00%,NO,&nbsp,76,AD 43
ED   15,99.00%,YES,&nbsp,409,AD 43
ED   15,99.00%,NO,&nbsp,118,AD 43
ED   16,99.00%,YES,&nbsp,542,AD 43
ED   16,99.00%,NO,&nbsp,44,AD 43
ED   17,99.00%,YES,&nbsp,405,AD 43
ED   17,99.00%,NO,&nbsp,35,AD 43
ED   18,99.00%,YES,&nbsp,657,AD 43
ED   18,99.00%,NO,&nbsp,36,AD 43
ED   19,99.00%,YES,&nbsp,595,AD 43
ED   19,99.00%,NO,&nbsp,109,AD 43
ED   20,99.00%,YES,&nbsp,334,AD 43
ED   20,99.00%,NO,&nbsp,374,AD 43
ED   21,99.00%,YES,&nbsp,188,AD 43
ED   21,99.00%,NO,&nbsp,381,AD 43
ED   22,99.00%,YES,&nbsp,320,AD 43
ED   22,99.00%,NO,&nbsp,405,AD 43
ED   23,99.00%,YES,&nbsp,524,AD 43
ED   23,99.00%,NO,&nbsp,79,AD 43
ED   24,99.00%,YES,&nbsp,296,AD 43
ED   24,99.00%,NO,&nbsp,180,AD 43
ED   25,99.00%,YES,&nbsp,305,AD 43
ED   25,99.00%,NO,&nbsp,157,AD 43
ED   26,99.00%,YES,&nbsp,98,AD 43
ED   26,99.00%,NO,&nbsp,290,AD 43
ED   27,99.00%,YES,&nbsp,304,AD 43
ED   27,99.00%,NO,&nbsp,369,AD 43
ED   28,99.00%,YES,&nbsp,115,AD 43
ED   28,99.00%,NO,&nbsp,289,AD 43
ED   29,99.00%,YES,&nbsp,501,AD 43
ED   29,99.00%,NO,&nbsp,137,AD 43
ED   30,99.00%,YES,&nbsp,605,AD 43
ED   30,99.00%,NO,&nbsp,214,AD 43
ED   31,99.00%,YES,&nbsp,729,AD 43
ED   31,99.00%,NO,&nbsp,35,AD 43
ED   32,99.00%,YES,&nbsp,589,AD 43
ED   32,99.00%,NO,&nbsp,41,AD 43
ED   33,99.00%,YES,&nbsp,707,AD 43
ED   33,99.00%,NO,&nbsp,51,AD 43
ED   34,99.00%,YES,&nbsp,534,AD 43
ED   34,99.00%,NO,&nbsp,128,AD 43
ED   35,99.00%,YES,&nbsp,585,AD 43
ED   35,99.00%,NO,&nbsp,126,AD 43
ED   36,99.00%,YES,&nbsp,667,AD 43
ED   36,99.00%,NO,&nbsp,39,AD 43
ED   37,99.00%,YES,&nbsp,817,AD 43
ED   37,99.00%,NO,&nbsp,39,AD 43
ED   38,99.00%,YES,&nbsp,704,AD 43
ED   38,99.00%,NO,&nbsp,45,AD 43
ED   39,99.00%,YES,&nbsp,629,AD 43
ED   39,99.00%,NO,&nbsp,41,AD 43
ED   40,99.00%,YES,&nbsp,626,AD 43
ED   40,99.00%,NO,&nbsp,48,AD 43
ED   41,99.00%,YES,&nbsp,718,AD 43
ED   41,99.00%,NO,&nbsp,55,AD 43
ED   42,87.50%,YES,&nbsp,612,AD 43
ED   42,87.50%,NO,&nbsp,29,AD 43
ED   43,99.00%,YES,&nbsp,429,AD 43
ED   43,99.00%,NO,&nbsp,280,AD 43
ED   44,99.00%,YES,&nbsp,445,AD 43
ED   44,99.00%,NO,&nbsp,181,AD 43
ED   45,99.00%,YES,&nbsp,464,AD 43
ED   45,99.00%,NO,&nbsp,194,AD 43
ED   46,99.00%,YES,&nbsp,282,AD 43
ED   46,99.00%,NO,&nbsp,142,AD 43
ED   47,99.00%,YES,&nbsp,650,AD 43
ED   47,99.00%,NO,&nbsp,112,AD 43
ED   48,99.00%,YES,&nbsp,89,AD 43
ED   48,99.00%,NO,&nbsp,11,AD 43
ED   49,99.00%,YES,&nbsp,425,AD 43
ED   49,99.00%,NO,&nbsp,54,AD 43
ED   50,99.00%,YES,&nbsp,286,AD 43
ED   50,99.00%,NO,&nbsp,59,AD 43
ED   51,99.00%,YES,&nbsp,310,AD 43
ED   51,99.00%,NO,&nbsp,73,AD 43
ED   52,99.00%,YES,&nbsp,512,AD 43
ED   52,99.00%,NO,&nbsp,72,AD 43
ED   53,99.00%,YES,&nbsp,683,AD 43
ED   53,99.00%,NO,&nbsp,36,AD 43
ED   54,99.00%,YES,&nbsp,765,AD 43
ED   54,99.00%,NO,&nbsp,39,AD 43
ED   55,99.00%,YES,&nbsp,530,AD 43
ED   55,99.00%,NO,&nbsp,33,AD 43
ED   56,99.00%,YES,&nbsp,741,AD 43
ED   56,99.00%,NO,&nbsp,34,AD 43
ED   57,99.00%,YES,&nbsp,768,AD 43
ED   57,99.00%,NO,&nbsp,38,AD 43
ED   58,87.50%,YES,&nbsp,631,AD 43
ED   58,87.50%,NO,&nbsp,34,AD 43
ED   59,99.00%,YES,&nbsp,751,AD 43
ED   59,99.00%,NO,&nbsp,40,AD 43
ED   60,99.00%,YES,&nbsp,683,AD 43
ED   60,99.00%,NO,&nbsp,24,AD 43
ED   61,99.00%,YES,&nbsp,586,AD 43
ED   61,99.00%,NO,&nbsp,33,AD 43
ED   62,87.50%,YES,&nbsp,377,AD 43
ED   62,87.50%,NO,&nbsp,22,AD 43
ED   63,99.00%,YES,&nbsp,514,AD 43
ED   63,99.00%,NO,&nbsp,25,AD 43
ED   64,99.00%,YES,&nbsp,746,AD 43
ED   64,99.00%,NO,&nbsp,49,AD 43
ED   65,99.00%,YES,&nbsp,546,AD 43
ED   65,99.00%,NO,&nbsp,26,AD 43
ED   66,99.00%,YES,&nbsp,575,AD 43
ED   66,99.00%,NO,&nbsp,47,AD 43
ED   67,99.00%,YES,&nbsp,703,AD 43
ED   67,99.00%,NO,&nbsp,52,AD 43
ED   68,99.00%,YES,&nbsp,241,AD 43
ED   68,99.00%,NO,&nbsp,20,AD 43
Total,,YES,&nbsp,35472,AD 43
Total,,NO,&nbsp,6280,AD 43
ED    1,99.00%,YES,&nbsp,809,AD 44
ED    1,99.00%,NO,&nbsp,42,AD 44
ED    2,99.00%,YES,&nbsp,517,AD 44
ED    2,99.00%,NO,&nbsp,138,AD 44
ED    3,92.31%,YES,&nbsp,179,AD 44
ED    3,92.31%,NO,&nbsp,8,AD 44
ED    4,99.00%,YES,&nbsp,564,AD 44
ED    4,99.00%,NO,&nbsp,33,AD 44
ED    5,99.00%,YES,&nbsp,233,AD 44
ED    5,99.00%,NO,&nbsp,17,AD 44
ED    6,99.00%,YES,&nbsp,1341,AD 44
ED    6,99.00%,NO,&nbsp,80,AD 44
ED    7,99.00%,YES,&nbsp,841,AD 44
ED    7,99.00%,NO,&nbsp,37,AD 44
ED    8,99.00%,YES,&nbsp,726,AD 44
ED    8,99.00%,NO,&nbsp,41,AD 44
ED    9,99.00%,YES,&nbsp,701,AD 44
ED    9,99.00%,NO,&nbsp,37,AD 44
ED   10,99.00%,YES,&nbsp,472,AD 44
ED   10,99.00%,NO,&nbsp,18,AD 44
ED   11,99.00%,YES,&nbsp,403,AD 44
ED   11,99.00%,NO,&nbsp,14,AD 44
ED   12,99.00%,YES,&nbsp,560,AD 44
ED   12,99.00%,NO,&nbsp,29,AD 44
ED   13,99.00%,YES,&nbsp,280,AD 44
ED   13,99.00%,NO,&nbsp,10,AD 44
ED   14,92.31%,YES,&nbsp,612,AD 44
ED   14,92.31%,NO,&nbsp,24,AD 44
ED   15,92.31%,YES,&nbsp,218,AD 44
ED   15,92.31%,NO,&nbsp,14,AD 44
ED   16,92.31%,YES,&nbsp,1140,AD 44
ED   16,92.31%,NO,&nbsp,63,AD 44
ED   17,99.00%,YES,&nbsp,1003,AD 44
ED   17,99.00%,NO,&nbsp,63,AD 44
ED   18,99.00%,YES,&nbsp,727,AD 44
ED   18,99.00%,NO,&nbsp,66,AD 44
ED   19,99.00%,YES,&nbsp,486,AD 44
ED   19,99.00%,NO,&nbsp,46,AD 44
ED   20,99.00%,YES,&nbsp,369,AD 44
ED   20,99.00%,NO,&nbsp,37,AD 44
ED   21,99.00%,YES,&nbsp,627,AD 44
ED   21,99.00%,NO,&nbsp,63,AD 44
ED   22,99.00%,YES,&nbsp,592,AD 44
ED   22,99.00%,NO,&nbsp,42,AD 44
ED   23,99.00%,YES,&nbsp,910,AD 44
ED   23,99.00%,NO,&nbsp,54,AD 44
ED   24,99.00%,YES,&nbsp,729,AD 44
ED   24,99.00%,NO,&nbsp,85,AD 44
ED   25,99.00%,YES,&nbsp,900,AD 44
ED   25,99.00%,NO,&nbsp,82,AD 44
ED   26,88.89%,YES,&nbsp,605,AD 44
ED   26,88.89%,NO,&nbsp,54,AD 44
ED   27,88.89%,YES,&nbsp,691,AD 44
ED   27,88.89%,NO,&nbsp,86,AD 44
ED   28,92.31%,YES,&nbsp,715,AD 44
ED   28,92.31%,NO,&nbsp,50,AD 44
ED   29,92.31%,YES,&nbsp,762,AD 44
ED   29,92.31%,NO,&nbsp,60,AD 44
ED   30,92.31%,YES,&nbsp,681,AD 44
ED   30,92.31%,NO,&nbsp,64,AD 44
ED   31,92.31%,YES,&nbsp,768,AD 44
ED   31,92.31%,NO,&nbsp,88,AD 44
ED   32,90.00%,YES,&nbsp,832,AD 44
ED   32,90.00%,NO,&nbsp,73,AD 44
ED   33,92.31%,YES,&nbsp,756,AD 44
ED   33,92.31%,NO,&nbsp,88,AD 44
ED   34,90.00%,YES,&nbsp,435,AD 44
ED   34,90.00%,NO,&nbsp,57,AD 44
ED   35,91.67%,YES,&nbsp,492,AD 44
ED   35,91.67%,NO,&nbsp,56,AD 44
ED   36,91.67%,YES,&nbsp,813,AD 44
ED   36,91.67%,NO,&nbsp,159,AD 44
ED   37,91.67%,YES,&nbsp,749,AD 44
ED   37,91.67%,NO,&nbsp,153,AD 44
ED   38,91.67%,YES,&nbsp,784,AD 44
ED   38,91.67%,NO,&nbsp,122,AD 44
ED   39,83.33%,YES,&nbsp,700,AD 44
ED   39,83.33%,NO,&nbsp,103,AD 44
ED   40,91.67%,YES,&nbsp,512,AD 44
ED   40,91.67%,NO,&nbsp,96,AD 44
ED   41,99.00%,YES,&nbsp,600,AD 44
ED   41,99.00%,NO,&nbsp,96,AD 44
ED   42,99.00%,YES,&nbsp,129,AD 44
ED   42,99.00%,NO,&nbsp,152,AD 44
ED   43,99.00%,YES,&nbsp,513,AD 44
ED   43,99.00%,NO,&nbsp,82,AD 44
ED   44,99.00%,YES,&nbsp,242,AD 44
ED   44,99.00%,NO,&nbsp,68,AD 44
ED   45,99.00%,YES,&nbsp,623,AD 44
ED   45,99.00%,NO,&nbsp,106,AD 44
ED   46,99.00%,YES,&nbsp,694,AD 44
ED   46,99.00%,NO,&nbsp,104,AD 44
ED   47,99.00%,YES,&nbsp,281,AD 44
ED   47,99.00%,NO,&nbsp,76,AD 44
ED   48,99.00%,YES,&nbsp,305,AD 44
ED   48,99.00%,NO,&nbsp,228,AD 44
ED   49,99.00%,YES,&nbsp,55,AD 44
ED   49,99.00%,NO,&nbsp,186,AD 44
ED   50,99.00%,YES,&nbsp,37,AD 44
ED   50,99.00%,NO,&nbsp,225,AD 44
ED   51,99.00%,YES,&nbsp,38,AD 44
ED   51,99.00%,NO,&nbsp,311,AD 44
ED   52,99.00%,YES,&nbsp,47,AD 44
